Partition,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"12 8 1",5,N,Winning,N,21,21,1,"[R2C0]"
"12 8 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"12 8 3",5,N,Winning,N,23,23,1,"[R2C2]"
"12 8 4",0,P,Losing,P,24,24,0,"N/A (P-position)"
"12 8 5",1,N,Winning,N,25,25,1,"[R2C4]"
"12 8 6",0,P,Losing,P,26,26,0,"N/A (P-position)"
"12 8 7",3,N,Winning,N,25,27,2,"[R0C11,R1C7] / [R2C6]"
"12 8 8",0,P,Losing,P,28,28,0,"N/A (P-position)"
"12 9 1",7,N,Winning,N,21,22,1,"[R1C8,R2C0]"
"12 9 2",3,N,Winning,N,23,23,1,"[R1C8]"
"12 9 3",6,N,Winning,N,23,24,1,"[R1C8,R2C2]"
"12 9 4",1,N,Winning,N,25,25,1,"[R1C8]"
"12 9 5",2,N,Winning,N,25,26,1,"[R1C8,R2C4]"
"12 9 6",3,N,Winning,N,27,27,1,"[R1C8]"
"12 9 7",4,N,Winning,N,27,28,1,"[R1C8,R2C6]"
"12 9 8",5,N,Winning,N,29,29,1,"[R1C8]"
"12 9 9",1,N,Winning,N,29,30,1,"[R0C11]"
"12 10 1",5,N,Winning,N,23,23,1,"[R2C0]"
"12 10 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"12 10 3",1,N,Winning,N,25,25,1,"[R2C2]"
"12 10 4",0,P,Losing,P,26,26,0,"N/A (P-position)"
"12 10 5",3,N,Winning,N,27,27,1,"[R2C4]"
"12 10 6",0,P,Losing,P,28,28,0,"N/A (P-position)"
"12 10 7",1,N,Winning,N,29,29,1,"[R2C6]"
"12 10 8",0,P,Losing,P,30,30,0,"N/A (P-position)"
"12 10 9",2,N,Winning,N,29,31,2,"[R0C11,R1C9] / [R2C8]"
"12 10 10",0,P,Losing,P,32,32,0,"N/A (P-position)"
"12 11 1",3,N,Winning,N,23,24,2,"[R0C11,R2C0] / [R1C10,R2C0]"
"12 11 2",1,N,Winning,N,25,25,2,"[R0C11] / [R1C10]"
"12 11 3",2,N,Winning,N,25,26,2,"[R0C11,R2C2] / [R1C10,R2C2]"
"12 11 4",3,N,Winning,N,27,27,2,"[R0C11] / [R1C10]"
"12 11 5",4,N,Winning,N,27,28,2,"[R0C11,R2C4] / [R1C10,R2C4]"
"12 11 6",1,N,Winning,N,29,29,2,"[R0C11] / [R1C10]"
"12 11 7",2,N,Winning,N,29,30,2,"[R0C11,R2C6] / [R1C10,R2C6]"
"12 11 8",3,N,Winning,N,31,31,2,"[R0C11] / [R1C10]"
"12 11 9",4,N,Winning,N,31,32,2,"[R0C11,R2C8] / [R1C10,R2C8]"
"12 11 10",1,N,Winning,N,33,33,2,"[R0C11] / [R1C10]"
"12 11 11",2,N,Winning,N,33,34,1,"[R0C11,R2C10]"
"12 12 1",1,N,Winning,N,25,25,1,"[R2C0]"
"12 12 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"12 12 3",3,N,Winning,N,27,27,1,"[R2C2]"
"12 12 4",0,P,Losing,P,28,28,0,"N/A (P-position)"
"12 12 5",1,N,Winning,N,29,29,1,"[R2C4]"
"12 12 6",0,P,Losing,P,30,30,0,"N/A (P-position)"
"12 12 7",3,N,Winning,N,31,31,1,"[R2C6]"
"12 12 8",0,P,Losing,P,32,32,0,"N/A (P-position)"
"12 12 9",1,N,Winning,N,33,33,1,"[R2C8]"
"12 12 10",0,P,Losing,P,34,34,0,"N/A (P-position)"
"12 12 11",3,N,Winning,N,35,35,1,"[R2C10]"
"12 12 12",0,P,Losing,P,36,36,0,"N/A (P-position)"
"13 1 1",0,P,Losing,P,14,15,0,"N/A (P-position)"
"13 2 1",4,N,Winning,N,15,16,2,"[R1C1] / [R0C12,R2C0]"
"13 2 2",1,N,Winning,N,17,17,1,"[R0C12]"
"13 3 1",6,N,Winning,N,15,17,1,"[R0C12,R1C2,R2C0]"
"13 3 2",2,N,Winning,N,17,18,1,"[R0C12,R1C2]"
"13 3 3",0,P,Losing,P,18,19,0,"N/A (P-position)"
"13 4 1",4,N,Winning,N,17,18,1,"[R0C12,R2C0]"
"13 4 2",1,N,Winning,N,19,19,1,"[R0C12]"
"13 4 3",4,N,Winning,N,19,20,2,"[R1C3] / [R0C12,R2C2]"
"13 4 4",1,N,Winning,N,21,21,1,"[R0C12]"
"13 5 1",6,N,Winning,N,17,19,1,"[R0C12,R1C4,R2C0]"
"13 5 2",2,N,Winning,N,19,20,1,"[R0C12,R1C4]"
"13 5 3",7,N,Winning,N,19,21,1,"[R0C12,R1C4,R2C2]"
"13 5 4",3,N,Winning,N,21,22,1,"[R0C12,R1C4]"
"13 5 5",0,P,Losing,P,22,23,0,"N/A (P-position)"
"13 6 1",4,N,Winning,N,19,20,1,"[R0C12,R2C0]"
"13 6 2",1,N,Winning,N,21,21,1,"[R0C12]"
"13 6 3",4,N,Winning,N,21,22,1,"[R0C12,R2C2]"
"13 6 4",1,N,Winning,N,23,23,1,"[R0C12]"
"13 6 5",4,N,Winning,N,23,24,2,"[R1C5] / [R0C12,R2C4]"
"13 6 6",1,N,Winning,N,25,25,1,"[R0C12]"
"13 7 1",6,N,Winning,N,19,21,1,"[R0C12,R1C6,R2C0]"
"13 7 2",2,N,Winning,N,21,22,1,"[R0C12,R1C6]"
"13 7 3",7,N,Winning,N,21,23,1,"[R0C12,R1C6,R2C2]"
"13 7 4",2,N,Winning,N,23,24,1,"[R0C12,R1C6]"
"13 7 5",7,N,Winning,N,23,25,1,"[R0C12,R1C6,R2C4]"
"13 7 6",3,N,Winning,N,25,26,1,"[R0C12,R1C6]"
"13 7 7",0,P,Losing,P,26,27,0,"N/A (P-position)"
"13 8 1",4,N,Winning,N,21,22,1,"[R0C12,R2C0]"
"13 8 2",1,N,Winning,N,23,23,1,"[R0C12]"
"13 8 3",4,N,Winning,N,23,24,1,"[R0C12,R2C2]"
"13 8 4",1,N,Winning,N,25,25,1,"[R0C12]"
"13 8 5",4,N,Winning,N,25,26,1,"[R0C12,R2C4]"
"13 8 6",5,N,Winning,N,27,27,1,"[R0C12]"
"13 8 7",4,N,Winning,N,27,28,2,"[R1C7] / [R0C12,R2C6]"
"13 8 8",1,N,Winning,N,29,29,1,"[R0C12]"
"13 9 1",6,N,Winning,N,21,23,1,"[R0C12,R1C8,R2C0]"
"13 9 2",2,N,Winning,N,23,24,1,"[R0C12,R1C8]"
"13 9 3",7,N,Winning,N,23,25,1,"[R0C12,R1C8,R2C2]"
"13 9 4",2,N,Winning,N,25,26,1,"[R0C12,R1C8]"
"13 9 5",3,N,Winning,N,25,27,1,"[R0C12,R1C8,R2C4]"
"13 9 6",6,N,Winning,N,27,28,1,"[R0C12,R1C8]"
"13 9 7",1,N,Winning,N,27,29,1,"[R0C12,R1C8,R2C6]"
"13 9 8",2,N,Winning,N,29,30,1,"[R0C12,R1C8]"
"13 9 9",0,P,Losing,P,30,31,0,"N/A (P-position)"
"13 10 1",4,N,Winning,N,23,24,1,"[R0C12,R2C0]"
"13 10 2",1,N,Winning,N,25,25,1,"[R0C12]"
"13 10 3",4,N,Winning,N,25,26,1,"[R0C12,R2C2]"
"13 10 4",3,N,Winning,N,27,27,1,"[R0C12]"
"13 10 5",4,N,Winning,N,27,28,1,"[R0C12,R2C4]"
"13 10 6",1,N,Winning,N,29,29,1,"[R0C12]"
"13 10 7",2,N,Winning,N,29,30,1,"[R0C12,R2C6]"
"13 10 8",3,N,Winning,N,31,31,1,"[R0C12]"
"13 10 9",4,N,Winning,N,31,32,2,"[R1C9] / [R0C12,R2C8]"
"13 10 10",1,N,Winning,N,33,33,1,"[R0C12]"
"13 11 1",6,N,Winning,N,23,25,1,"[R0C12,R1C10,R2C0]"
"13 11 2",2,N,Winning,N,25,26,1,"[R0C12,R1C10]"
"13 11 3",3,N,Winning,N,25,27,1,"[R0C12,R1C10,R2C2]"
"13 11 4",5,N,Winning,N,27,28,1,"[R0C12,R1C10]"
"13 11 5",1,N,Winning,N,27,29,1,"[R0C12,R1C10,R2C4]"
"13 11 6",2,N,Winning,N,29,30,1,"[R0C12,R1C10]"
"13 11 7",3,N,Winning,N,29,31,1,"[R0C12,R1C10,R2C6]"
"13 11 8",4,N,Winning,N,31,32,1,"[R0C12,R1C10]"
"13 11 9",1,N,Winning,N,31,33,1,"[R0C12,R1C10,R2C8]"
"13 11 10",3,N,Winning,N,33,34,1,"[R0C12,R1C10]"
"13 11 11",0,P,Losing,P,34,35,0,"N/A (P-position)"
"13 12 1",4,N,Winning,N,25,26,1,"[R0C12,R2C0]"
"13 12 2",5,N,Winning,N,27,27,1,"[R0C12]"
"13 12 3",4,N,Winning,N,27,28,1,"[R0C12,R2C2]"
"13 12 4",1,N,Winning,N,29,29,1,"[R0C12]"
"13 12 5",2,N,Winning,N,29,30,1,"[R0C12,R2C4]"
"13 12 6",3,N,Winning,N,31,31,1,"[R0C12]"
"13 12 7",4,N,Winning,N,31,32,1,"[R0C12,R2C6]"
"13 12 8",1,N,Winning,N,33,33,1,"[R0C12]"
"13 12 9",2,N,Winning,N,33,34,1,"[R0C12,R2C8]"
"13 12 10",5,N,Winning,N,35,35,1,"[R0C12]"
"13 12 11",4,N,Winning,N,35,36,2,"[R1C11] / [R0C12,R2C10]"
"13 12 12",1,N,Winning,N,37,37,1,"[R0C12]"
"13 13 1",2,N,Winning,N,27,27,1,"[R2C0]"
"13 13 2",0,P,Losing,P,28,28,0,"N/A (P-position)"
"13 13 3",1,N,Winning,N,29,29,1,"[R2C2]"
"13 13 4",0,P,Losing,P,30,30,0,"N/A (P-position)"
"13 13 5",3,N,Winning,N,31,31,1,"[R2C4]"
"13 13 6",0,P,Losing,P,32,32,0,"N/A (P-position)"
"13 13 7",1,N,Winning,N,33,33,1,"[R2C6]"
"13 13 8",0,P,Losing,P,34,34,0,"N/A (P-position)"
"13 13 9",3,N,Winning,N,35,35,1,"[R2C8]"
"13 13 10",0,P,Losing,P,36,36,0,"N/A (P-position)"
"13 13 11",1,N,Winning,N,37,37,1,"[R2C10]"
"13 13 12",0,P,Losing,P,38,38,0,"N/A (P-position)"
"13 13 13",1,N,Winning,N,39,39,1,"[R2C12]"
"14 1 1",1,N,Winning,N,15,16,1,"[R0C13]"
"14 2 1",5,N,Winning,N,15,17,2,"[R0C13,R1C1] / [R2C0]"
"14 2 2",0,P,Losing,P,18,18,0,"N/A (P-position)"
"14 3 1",7,N,Winning,N,17,18,1,"[R1C2,R2C0]"
"14 3 2",3,N,Winning,N,19,19,1,"[R1C2]"
"14 3 3",1,N,Winning,N,19,20,1,"[R0C13]"
"14 4 1",5,N,Winning,N,19,19,1,"[R2C0]"
"14 4 2",0,P,Losing,P,20,20,0,"N/A (P-position)"
"14 4 3",5,N,Winning,N,19,21,2,"[R0C13,R1C3] / [R2C2]"
"14 4 4",0,P,Losing,P,22,22,0,"N/A (P-position)"
"14 5 1",7,N,Winning,N,19,20,1,"[R1C4,R2C0]"
"14 5 2",3,N,Winning,N,21,21,1,"[R1C4]"
"14 5 3",6,N,Winning,N,21,22,1,"[R1C4,R2C2]"
"14 5 4",2,N,Winning,N,23,23,1,"[R1C4]"
"14 5 5",1,N,Winning,N,23,24,1,"[R0C13]"
"14 6 1",5,N,Winning,N,21,21,1,"[R2C0]"
"14 6 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"14 6 3",5,N,Winning,N,23,23,1,"[R2C2]"
"14 6 4",0,P,Losing,P,24,24,0,"N/A (P-position)"
"14 6 5",5,N,Winning,N,23,25,2,"[R0C13,R1C5] / [R2C4]"
"14 6 6",0,P,Losing,P,26,26,0,"N/A (P-position)"
"14 7 1",7,N,Winning,N,21,22,1,"[R1C6,R2C0]"
"14 7 2",3,N,Winning,N,23,23,1,"[R1C6]"
"14 7 3",6,N,Winning,N,23,24,1,"[R1C6,R2C2]"
"14 7 4",3,N,Winning,N,25,25,1,"[R1C6]"
"14 7 5",6,N,Winning,N,25,26,1,"[R1C6,R2C4]"
"14 7 6",2,N,Winning,N,27,27,1,"[R1C6]"
"14 7 7",1,N,Winning,N,27,28,1,"[R0C13]"
"14 8 1",5,N,Winning,N,23,23,1,"[R2C0]"
"14 8 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"14 8 3",5,N,Winning,N,25,25,1,"[R2C2]"
"14 8 4",0,P,Losing,P,26,26,0,"N/A (P-position)"
"14 8 5",5,N,Winning,N,27,27,1,"[R2C4]"
"14 8 6",0,P,Losing,P,28,28,0,"N/A (P-position)"
"14 8 7",6,N,Winning,N,27,29,2,"[R0C13,R1C7] / [R2C6]"
"14 8 8",0,P,Losing,P,30,30,0,"N/A (P-position)"
"14 9 1",7,N,Winning,N,23,24,1,"[R1C8,R2C0]"
"14 9 2",3,N,Winning,N,25,25,1,"[R1C8]"
"14 9 3",6,N,Winning,N,25,26,1,"[R1C8,R2C2]"
"14 9 4",3,N,Winning,N,27,27,1,"[R1C8]"
"14 9 5",6,N,Winning,N,27,28,1,"[R1C8,R2C4]"
"14 9 6",1,N,Winning,N,29,29,1,"[R1C8]"
"14 9 7",2,N,Winning,N,29,30,1,"[R1C8,R2C6]"
"14 9 8",3,N,Winning,N,31,31,1,"[R1C8]"
"14 9 9",1,N,Winning,N,31,32,1,"[R0C13]"
"14 10 1",5,N,Winning,N,25,25,1,"[R2C0]"
"14 10 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"14 10 3",5,N,Winning,N,27,27,1,"[R2C2]"
"14 10 4",0,P,Losing,P,28,28,0,"N/A (P-position)"
"14 10 5",1,N,Winning,N,29,29,1,"[R2C4]"
"14 10 6",0,P,Losing,P,30,30,0,"N/A (P-position)"
"14 10 7",3,N,Winning,N,31,31,1,"[R2C6]"
"14 10 8",0,P,Losing,P,32,32,0,"N/A (P-position)"
"14 10 9",5,N,Winning,N,31,33,2,"[R0C13,R1C9] / [R2C8]"
"14 10 10",0,P,Losing,P,34,34,0,"N/A (P-position)"
"14 11 1",7,N,Winning,N,25,26,1,"[R1C10,R2C0]"
"14 11 2",3,N,Winning,N,27,27,1,"[R1C10]"
"14 11 3",6,N,Winning,N,27,28,1,"[R1C10,R2C2]"
"14 11 4",1,N,Winning,N,29,29,1,"[R1C10]"
"14 11 5",2,N,Winning,N,29,30,1,"[R1C10,R2C4]"
"14 11 6",3,N,Winning,N,31,31,1,"[R1C10]"
"14 11 7",4,N,Winning,N,31,32,1,"[R1C10,R2C6]"
"14 11 8",1,N,Winning,N,33,33,1,"[R1C10]"
"14 11 9",2,N,Winning,N,33,34,1,"[R1C10,R2C8]"
"14 11 10",6,N,Winning,N,35,35,1,"[R1C10]"
"14 11 11",1,N,Winning,N,35,36,1,"[R0C13]"
"14 12 1",5,N,Winning,N,27,27,1,"[R2C0]"
"14 12 2",0,P,Losing,P,28,28,0,"N/A (P-position)"
"14 12 3",1,N,Winning,N,29,29,1,"[R2C2]"
"14 12 4",0,P,Losing,P,30,30,0,"N/A (P-position)"
"14 12 5",3,N,Winning,N,31,31,1,"[R2C4]"
"14 12 6",0,P,Losing,P,32,32,0,"N/A (P-position)"
"14 12 7",1,N,Winning,N,33,33,1,"[R2C6]"
"14 12 8",0,P,Losing,P,34,34,0,"N/A (P-position)"
"14 12 9",3,N,Winning,N,35,35,1,"[R2C8]"
"14 12 10",0,P,Losing,P,36,36,0,"N/A (P-position)"
"14 12 11",2,N,Winning,N,35,37,2,"[R0C13,R1C11] / [R2C10]"
"14 12 12",0,P,Losing,P,38,38,0,"N/A (P-position)"
"14 13 1",3,N,Winning,N,27,28,2,"[R0C13,R2C0] / [R1C12,R2C0]"
"14 13 2",1,N,Winning,N,29,29,2,"[R0C13] / [R1C12]"
"14 13 3",2,N,Winning,N,29,30,2,"[R0C13,R2C2] / [R1C12,R2C2]"
"14 13 4",3,N,Winning,N,31,31,2,"[R0C13] / [R1C12]"
"14 13 5",4,N,Winning,N,31,32,2,"[R0C13,R2C4] / [R1C12,R2C4]"
"14 13 6",1,N,Winning,N,33,33,2,"[R0C13] / [R1C12]"
"14 13 7",2,N,Winning,N,33,34,2,"[R0C13,R2C6] / [R1C12,R2C6]"
"14 13 8",3,N,Winning,N,35,35,2,"[R0C13] / [R1C12]"
"14 13 9",4,N,Winning,N,35,36,2,"[R0C13,R2C8] / [R1C12,R2C8]"
"14 13 10",1,N,Winning,N,37,37,2,"[R0C13] / [R1C12]"
"14 13 11",3,N,Winning,N,37,38,2,"[R0C13,R2C10] / [R1C12,R2C10]"
"14 13 12",5,N,Winning,N,39,39,2,"[R0C13] / [R1C12]"
"14 13 13",2,N,Winning,N,39,40,1,"[R0C13,R2C12]"
"14 14 1",1,N,Winning,N,29,29,1,"[R2C0]"
"14 14 2",0,P,Losing,P,30,30,0,"N/A (P-position)"
"14 14 3",3,N,Winning,N,31,31,1,"[R2C2]"
"14 14 4",0,P,Losing,P,32,32,0,"N/A (P-position)"
"14 14 5",1,N,Winning,N,33,33,1,"[R2C4]"
"14 14 6",0,P,Losing,P,34,34,0,"N/A (P-position)"
"14 14 7",3,N,Winning,N,35,35,1,"[R2C6]"
"14 14 8",0,P,Losing,P,36,36,0,"N/A (P-position)"
"14 14 9",1,N,Winning,N,37,37,1,"[R2C8]"
"14 14 10",0,P,Losing,P,38,38,0,"N/A (P-position)"
"14 14 11",2,N,Winning,N,39,39,1,"[R2C10]"
"14 14 12",0,P,Losing,P,40,40,0,"N/A (P-position)"
"14 14 13",1,N,Winning,N,41,41,1,"[R2C12]"
"14 14 14",0,P,Losing,P,42,42,0,"N/A (P-position)"
"15 1 1",0,P,Losing,P,16,17,0,"N/A (P-position)"
"15 2 1",4,N,Winning,N,17,18,2,"[R1C1] / [R0C14,R2C0]"
"15 2 2",1,N,Winning,N,19,19,1,"[R0C14]"
"15 3 1",6,N,Winning,N,17,19,1,"[R0C14,R1C2,R2C0]"
"15 3 2",2,N,Winning,N,19,20,1,"[R0C14,R1C2]"
"15 3 3",0,P,Losing,P,20,21,0,"N/A (P-position)"
"15 4 1",4,N,Winning,N,19,20,1,"[R0C14,R2C0]"
"15 4 2",1,N,Winning,N,21,21,1,"[R0C14]"
"15 4 3",4,N,Winning,N,21,22,2,"[R1C3] / [R0C14,R2C2]"
"15 4 4",1,N,Winning,N,23,23,1,"[R0C14]"
"15 5 1",6,N,Winning,N,19,21,1,"[R0C14,R1C4,R2C0]"
"15 5 2",2,N,Winning,N,21,22,1,"[R0C14,R1C4]"
"15 5 3",7,N,Winning,N,21,23,1,"[R0C14,R1C4,R2C2]"
"15 5 4",3,N,Winning,N,23,24,1,"[R0C14,R1C4]"
"15 5 5",0,P,Losing,P,24,25,0,"N/A (P-position)"
"15 6 1",4,N,Winning,N,21,22,1,"[R0C14,R2C0]"
"15 6 2",1,N,Winning,N,23,23,1,"[R0C14]"
"15 6 3",4,N,Winning,N,23,24,1,"[R0C14,R2C2]"
"15 6 4",1,N,Winning,N,25,25,1,"[R0C14]"
"15 6 5",4,N,Winning,N,25,26,2,"[R1C5] / [R0C14,R2C4]"
"15 6 6",1,N,Winning,N,27,27,1,"[R0C14]"
"15 7 1",6,N,Winning,N,21,23,1,"[R0C14,R1C6,R2C0]"
"15 7 2",2,N,Winning,N,23,24,1,"[R0C14,R1C6]"
"15 7 3",7,N,Winning,N,23,25,1,"[R0C14,R1C6,R2C2]"
"15 7 4",2,N,Winning,N,25,26,1,"[R0C14,R1C6]"
"15 7 5",7,N,Winning,N,25,27,1,"[R0C14,R1C6,R2C4]"
"15 7 6",3,N,Winning,N,27,28,1,"[R0C14,R1C6]"
"15 7 7",0,P,Losing,P,28,29,0,"N/A (P-position)"
"15 8 1",4,N,Winning,N,23,24,1,"[R0C14,R2C0]"
"15 8 2",1,N,Winning,N,25,25,1,"[R0C14]"
"15 8 3",4,N,Winning,N,25,26,1,"[R0C14,R2C2]"
"15 8 4",1,N,Winning,N,27,27,1,"[R0C14]"
"15 8 5",4,N,Winning,N,27,28,1,"[R0C14,R2C4]"
"15 8 6",1,N,Winning,N,29,29,1,"[R0C14]"
"15 8 7",4,N,Winning,N,29,30,2,"[R1C7] / [R0C14,R2C6]"
"15 8 8",1,N,Winning,N,31,31,1,"[R0C14]"
"15 9 1",6,N,Winning,N,23,25,1,"[R0C14,R1C8,R2C0]"
"15 9 2",2,N,Winning,N,25,26,1,"[R0C14,R1C8]"
"15 9 3",7,N,Winning,N,25,27,1,"[R0C14,R1C8,R2C2]"
"15 9 4",2,N,Winning,N,27,28,1,"[R0C14,R1C8]"
"15 9 5",7,N,Winning,N,27,29,1,"[R0C14,R1C8,R2C4]"
"15 9 6",2,N,Winning,N,29,30,1,"[R0C14,R1C8]"
"15 9 7",3,N,Winning,N,29,31,1,"[R0C14,R1C8,R2C6]"
"15 9 8",5,N,Winning,N,31,32,1,"[R0C14,R1C8]"
"15 9 9",0,P,Losing,P,32,33,0,"N/A (P-position)"
"15 10 1",4,N,Winning,N,25,26,1,"[R0C14,R2C0]"
"15 10 2",1,N,Winning,N,27,27,1,"[R0C14]"
"15 10 3",4,N,Winning,N,27,28,1,"[R0C14,R2C2]"
"15 10 4",1,N,Winning,N,29,29,1,"[R0C14]"
"15 10 5",4,N,Winning,N,29,30,1,"[R0C14,R2C4]"
"15 10 6",3,N,Winning,N,31,31,1,"[R0C14]"
"15 10 7",4,N,Winning,N,31,32,1,"[R0C14,R2C6]"
"15 10 8",1,N,Winning,N,33,33,1,"[R0C14]"
"15 10 9",2,N,Winning,N,33,34,2,"[R1C9] / [R0C14,R2C8]"
"15 10 10",1,N,Winning,N,35,35,1,"[R0C14]"
"15 11 1",6,N,Winning,N,25,27,1,"[R0C14,R1C10,R2C0]"
"15 11 2",2,N,Winning,N,27,28,1,"[R0C14,R1C10]"
"15 11 3",7,N,Winning,N,27,29,1,"[R0C14,R1C10,R2C2]"
"15 11 4",2,N,Winning,N,29,30,1,"[R0C14,R1C10]"
"15 11 5",3,N,Winning,N,29,31,1,"[R0C14,R1C10,R2C4]"
