Partition,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"15 11 6",5,N,Winning,N,31,32,1,"[R0C14,R1C10]"
"15 11 7",1,N,Winning,N,31,33,1,"[R0C14,R1C10,R2C6]"
"15 11 8",2,N,Winning,N,33,34,1,"[R0C14,R1C10]"
"15 11 9",3,N,Winning,N,33,35,1,"[R0C14,R1C10,R2C8]"
"15 11 10",4,N,Winning,N,35,36,1,"[R0C14,R1C10]"
"15 11 11",0,P,Losing,P,36,37,0,"N/A (P-position)"
"15 12 1",4,N,Winning,N,27,28,1,"[R0C14,R2C0]"
"15 12 2",1,N,Winning,N,29,29,1,"[R0C14]"
"15 12 3",4,N,Winning,N,29,30,1,"[R0C14,R2C2]"
"15 12 4",3,N,Winning,N,31,31,1,"[R0C14]"
"15 12 5",4,N,Winning,N,31,32,1,"[R0C14,R2C4]"
"15 12 6",1,N,Winning,N,33,33,1,"[R0C14]"
"15 12 7",2,N,Winning,N,33,34,1,"[R0C14,R2C6]"
"15 12 8",3,N,Winning,N,35,35,1,"[R0C14]"
"15 12 9",4,N,Winning,N,35,36,1,"[R0C14,R2C8]"
"15 12 10",1,N,Winning,N,37,37,1,"[R0C14]"
"15 12 11",3,N,Winning,N,37,38,2,"[R1C11] / [R0C14,R2C10]"
"15 12 12",1,N,Winning,N,39,39,1,"[R0C14]"
"15 13 1",6,N,Winning,N,27,29,1,"[R0C14,R1C12,R2C0]"
"15 13 2",2,N,Winning,N,29,30,1,"[R0C14,R1C12]"
"15 13 3",3,N,Winning,N,29,31,1,"[R0C14,R1C12,R2C2]"
"15 13 4",5,N,Winning,N,31,32,1,"[R0C14,R1C12]"
"15 13 5",1,N,Winning,N,31,33,1,"[R0C14,R1C12,R2C4]"
"15 13 6",2,N,Winning,N,33,34,1,"[R0C14,R1C12]"
"15 13 7",3,N,Winning,N,33,35,1,"[R0C14,R1C12,R2C6]"
"15 13 8",4,N,Winning,N,35,36,1,"[R0C14,R1C12]"
"15 13 9",1,N,Winning,N,35,37,1,"[R0C14,R1C12,R2C8]"
"15 13 10",2,N,Winning,N,37,38,1,"[R0C14,R1C12]"
"15 13 11",4,N,Winning,N,37,39,1,"[R0C14,R1C12,R2C10]"
"15 13 12",6,N,Winning,N,39,40,1,"[R0C14,R1C12]"
"15 13 13",0,P,Losing,P,40,41,0,"N/A (P-position)"
"15 14 1",4,N,Winning,N,29,30,1,"[R0C14,R2C0]"
"15 14 2",5,N,Winning,N,31,31,1,"[R0C14]"
"15 14 3",4,N,Winning,N,31,32,1,"[R0C14,R2C2]"
"15 14 4",1,N,Winning,N,33,33,1,"[R0C14]"
"15 14 5",2,N,Winning,N,33,34,1,"[R0C14,R2C4]"
"15 14 6",3,N,Winning,N,35,35,1,"[R0C14]"
"15 14 7",4,N,Winning,N,35,36,1,"[R0C14,R2C6]"
"15 14 8",1,N,Winning,N,37,37,1,"[R0C14]"
"15 14 9",2,N,Winning,N,37,38,1,"[R0C14,R2C8]"
"15 14 10",3,N,Winning,N,39,39,1,"[R0C14]"
"15 14 11",5,N,Winning,N,39,40,1,"[R0C14,R2C10]"
"15 14 12",1,N,Winning,N,41,41,1,"[R0C14]"
"15 14 13",3,N,Winning,N,41,42,2,"[R1C13] / [R0C14,R2C12]"
"15 14 14",2,N,Winning,N,43,43,1,"[R0C14]"
"15 15 1",2,N,Winning,N,31,31,1,"[R2C0]"
"15 15 2",0,P,Losing,P,32,32,0,"N/A (P-position)"
"15 15 3",1,N,Winning,N,33,33,1,"[R2C2]"
"15 15 4",0,P,Losing,P,34,34,0,"N/A (P-position)"
"15 15 5",3,N,Winning,N,35,35,1,"[R2C4]"
"15 15 6",0,P,Losing,P,36,36,0,"N/A (P-position)"
"15 15 7",1,N,Winning,N,37,37,1,"[R2C6]"
"15 15 8",0,P,Losing,P,38,38,0,"N/A (P-position)"
"15 15 9",3,N,Winning,N,39,39,1,"[R2C8]"
"15 15 10",0,P,Losing,P,40,40,0,"N/A (P-position)"
"15 15 11",1,N,Winning,N,41,41,1,"[R2C10]"
"15 15 12",0,P,Losing,P,42,42,0,"N/A (P-position)"
"15 15 13",2,N,Winning,N,43,43,1,"[R2C12]"
"15 15 14",0,P,Losing,P,44,44,0,"N/A (P-position)"
"15 15 15",1,N,Winning,N,45,45,1,"[R2C14]"
"16 1 1",1,N,Winning,N,17,18,1,"[R0C15]"
"16 2 1",5,N,Winning,N,17,19,2,"[R0C15,R1C1] / [R2C0]"
"16 2 2",0,P,Losing,P,20,20,0,"N/A (P-position)"
"16 3 1",7,N,Winning,N,19,20,1,"[R1C2,R2C0]"
"16 3 2",3,N,Winning,N,21,21,1,"[R1C2]"
"16 3 3",1,N,Winning,N,21,22,1,"[R0C15]"
"16 4 1",5,N,Winning,N,21,21,1,"[R2C0]"
"16 4 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"16 4 3",5,N,Winning,N,21,23,2,"[R0C15,R1C3] / [R2C2]"
"16 4 4",0,P,Losing,P,24,24,0,"N/A (P-position)"
"16 5 1",7,N,Winning,N,21,22,1,"[R1C4,R2C0]"
"16 5 2",3,N,Winning,N,23,23,1,"[R1C4]"
"16 5 3",6,N,Winning,N,23,24,1,"[R1C4,R2C2]"
"16 5 4",2,N,Winning,N,25,25,1,"[R1C4]"
"16 5 5",1,N,Winning,N,25,26,1,"[R0C15]"
"16 6 1",5,N,Winning,N,23,23,1,"[R2C0]"
"16 6 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"16 6 3",5,N,Winning,N,25,25,1,"[R2C2]"
"16 6 4",0,P,Losing,P,26,26,0,"N/A (P-position)"
"16 6 5",5,N,Winning,N,25,27,2,"[R0C15,R1C5] / [R2C4]"
"16 6 6",0,P,Losing,P,28,28,0,"N/A (P-position)"
"16 7 1",7,N,Winning,N,23,24,1,"[R1C6,R2C0]"
"16 7 2",3,N,Winning,N,25,25,1,"[R1C6]"
"16 7 3",6,N,Winning,N,25,26,1,"[R1C6,R2C2]"
"16 7 4",3,N,Winning,N,27,27,1,"[R1C6]"
"16 7 5",6,N,Winning,N,27,28,1,"[R1C6,R2C4]"
"16 7 6",2,N,Winning,N,29,29,1,"[R1C6]"
"16 7 7",1,N,Winning,N,29,30,1,"[R0C15]"
"16 8 1",5,N,Winning,N,25,25,1,"[R2C0]"
"16 8 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"16 8 3",5,N,Winning,N,27,27,1,"[R2C2]"
"16 8 4",0,P,Losing,P,28,28,0,"N/A (P-position)"
"16 8 5",5,N,Winning,N,29,29,1,"[R2C4]"
"16 8 6",0,P,Losing,P,30,30,0,"N/A (P-position)"
"16 8 7",5,N,Winning,N,29,31,2,"[R0C15,R1C7] / [R2C6]"
"16 8 8",0,P,Losing,P,32,32,0,"N/A (P-position)"
"16 9 1",7,N,Winning,N,25,26,1,"[R1C8,R2C0]"
"16 9 2",3,N,Winning,N,27,27,1,"[R1C8]"
"16 9 3",6,N,Winning,N,27,28,1,"[R1C8,R2C2]"
"16 9 4",3,N,Winning,N,29,29,1,"[R1C8]"
"16 9 5",6,N,Winning,N,29,30,1,"[R1C8,R2C4]"
"16 9 6",3,N,Winning,N,31,31,1,"[R1C8]"
"16 9 7",6,N,Winning,N,31,32,1,"[R1C8,R2C6]"
"16 9 8",2,N,Winning,N,33,33,1,"[R1C8]"
"16 9 9",1,N,Winning,N,33,34,1,"[R0C15]"
"16 10 1",5,N,Winning,N,27,27,1,"[R2C0]"
"16 10 2",0,P,Losing,P,28,28,0,"N/A (P-position)"
"16 10 3",5,N,Winning,N,29,29,1,"[R2C2]"
"16 10 4",0,P,Losing,P,30,30,0,"N/A (P-position)"
"16 10 5",5,N,Winning,N,31,31,1,"[R2C4]"
"16 10 6",0,P,Losing,P,32,32,0,"N/A (P-position)"
"16 10 7",1,N,Winning,N,33,33,1,"[R2C6]"
"16 10 8",0,P,Losing,P,34,34,0,"N/A (P-position)"
"16 10 9",3,N,Winning,N,33,35,2,"[R0C15,R1C9] / [R2C8]"
"16 10 10",0,P,Losing,P,36,36,0,"N/A (P-position)"
"16 11 1",7,N,Winning,N,27,28,1,"[R1C10,R2C0]"
"16 11 2",3,N,Winning,N,29,29,1,"[R1C10]"
"16 11 3",6,N,Winning,N,29,30,1,"[R1C10,R2C2]"
"16 11 4",3,N,Winning,N,31,31,1,"[R1C10]"
"16 11 5",6,N,Winning,N,31,32,1,"[R1C10,R2C4]"
"16 11 6",1,N,Winning,N,33,33,1,"[R1C10]"
"16 11 7",2,N,Winning,N,33,34,1,"[R1C10,R2C6]"
"16 11 8",3,N,Winning,N,35,35,1,"[R1C10]"
"16 11 9",4,N,Winning,N,35,36,1,"[R1C10,R2C8]"
"16 11 10",5,N,Winning,N,37,37,1,"[R1C10]"
"16 11 11",1,N,Winning,N,37,38,1,"[R0C15]"
"16 12 1",5,N,Winning,N,29,29,1,"[R2C0]"
"16 12 2",0,P,Losing,P,30,30,0,"N/A (P-position)"
"16 12 3",5,N,Winning,N,31,31,1,"[R2C2]"
"16 12 4",0,P,Losing,P,32,32,0,"N/A (P-position)"
"16 12 5",1,N,Winning,N,33,33,1,"[R2C4]"
"16 12 6",0,P,Losing,P,34,34,0,"N/A (P-position)"
"16 12 7",3,N,Winning,N,35,35,1,"[R2C6]"
"16 12 8",0,P,Losing,P,36,36,0,"N/A (P-position)"
"16 12 9",1,N,Winning,N,37,37,1,"[R2C8]"
"16 12 10",0,P,Losing,P,38,38,0,"N/A (P-position)"
"16 12 11",2,N,Winning,N,37,39,2,"[R0C15,R1C11] / [R2C10]"
"16 12 12",0,P,Losing,P,40,40,0,"N/A (P-position)"
"16 13 1",7,N,Winning,N,29,30,1,"[R1C12,R2C0]"
"16 13 2",3,N,Winning,N,31,31,1,"[R1C12]"
"16 13 3",6,N,Winning,N,31,32,1,"[R1C12,R2C2]"
"16 13 4",1,N,Winning,N,33,33,1,"[R1C12]"
"16 13 5",2,N,Winning,N,33,34,1,"[R1C12,R2C4]"
"16 13 6",3,N,Winning,N,35,35,1,"[R1C12]"
"16 13 7",4,N,Winning,N,35,36,1,"[R1C12,R2C6]"
"16 13 8",1,N,Winning,N,37,37,1,"[R1C12]"
"16 13 9",2,N,Winning,N,37,38,1,"[R1C12,R2C8]"
"16 13 10",3,N,Winning,N,39,39,1,"[R1C12]"
"16 13 11",5,N,Winning,N,39,40,1,"[R1C12,R2C10]"
"16 13 12",7,N,Winning,N,41,41,1,"[R1C12]"
"16 13 13",1,N,Winning,N,41,42,1,"[R0C15]"
"16 14 1",5,N,Winning,N,31,31,1,"[R2C0]"
"16 14 2",0,P,Losing,P,32,32,0,"N/A (P-position)"
"16 14 3",1,N,Winning,N,33,33,1,"[R2C2]"
"16 14 4",0,P,Losing,P,34,34,0,"N/A (P-position)"
"16 14 5",3,N,Winning,N,35,35,1,"[R2C4]"
"16 14 6",0,P,Losing,P,36,36,0,"N/A (P-position)"
"16 14 7",1,N,Winning,N,37,37,1,"[R2C6]"
"16 14 8",0,P,Losing,P,38,38,0,"N/A (P-position)"
"16 14 9",3,N,Winning,N,39,39,1,"[R2C8]"
"16 14 10",0,P,Losing,P,40,40,0,"N/A (P-position)"
"16 14 11",1,N,Winning,N,41,41,1,"[R2C10]"
"16 14 12",0,P,Losing,P,42,42,0,"N/A (P-position)"
"16 14 13",2,N,Winning,N,41,43,2,"[R0C15,R1C13] / [R2C12]"
"16 14 14",0,P,Losing,P,44,44,0,"N/A (P-position)"
"16 15 1",3,N,Winning,N,31,32,2,"[R0C15,R2C0] / [R1C14,R2C0]"
"16 15 2",1,N,Winning,N,33,33,2,"[R0C15] / [R1C14]"
"16 15 3",2,N,Winning,N,33,34,2,"[R0C15,R2C2] / [R1C14,R2C2]"
"16 15 4",3,N,Winning,N,35,35,2,"[R0C15] / [R1C14]"
"16 15 5",4,N,Winning,N,35,36,2,"[R0C15,R2C4] / [R1C14,R2C4]"
"16 15 6",1,N,Winning,N,37,37,2,"[R0C15] / [R1C14]"
"16 15 7",2,N,Winning,N,37,38,2,"[R0C15,R2C6] / [R1C14,R2C6]"
"16 15 8",3,N,Winning,N,39,39,2,"[R0C15] / [R1C14]"
"16 15 9",4,N,Winning,N,39,40,2,"[R0C15,R2C8] / [R1C14,R2C8]"
"16 15 10",1,N,Winning,N,41,41,2,"[R0C15] / [R1C14]"
"16 15 11",2,N,Winning,N,41,42,2,"[R0C15,R2C10] / [R1C14,R2C10]"
"16 15 12",3,N,Winning,N,43,43,2,"[R0C15] / [R1C14]"
"16 15 13",4,N,Winning,N,43,44,2,"[R0C15,R2C12] / [R1C14,R2C12]"
"16 15 14",1,N,Winning,N,45,45,2,"[R0C15] / [R1C14]"
"16 15 15",2,N,Winning,N,45,46,1,"[R0C15,R2C14]"
"16 16 1",1,N,Winning,N,33,33,1,"[R2C0]"
"16 16 2",0,P,Losing,P,34,34,0,"N/A (P-position)"
"16 16 3",3,N,Winning,N,35,35,1,"[R2C2]"
"16 16 4",0,P,Losing,P,36,36,0,"N/A (P-position)"
"16 16 5",1,N,Winning,N,37,37,1,"[R2C4]"
"16 16 6",0,P,Losing,P,38,38,0,"N/A (P-position)"
"16 16 7",3,N,Winning,N,39,39,1,"[R2C6]"
"16 16 8",0,P,Losing,P,40,40,0,"N/A (P-position)"
"16 16 9",1,N,Winning,N,41,41,1,"[R2C8]"
"16 16 10",0,P,Losing,P,42,42,0,"N/A (P-position)"
"16 16 11",3,N,Winning,N,43,43,1,"[R2C10]"
"16 16 12",0,P,Losing,P,44,44,0,"N/A (P-position)"
"16 16 13",1,N,Winning,N,45,45,1,"[R2C12]"
"16 16 14",0,P,Losing,P,46,46,0,"N/A (P-position)"
"16 16 15",3,N,Winning,N,47,47,1,"[R2C14]"
"16 16 16",0,P,Losing,P,48,48,0,"N/A (P-position)"
"17 1 1",0,P,Losing,P,18,19,0,"N/A (P-position)"
"17 2 1",4,N,Winning,N,19,20,2,"[R1C1] / [R0C16,R2C0]"
"17 2 2",1,N,Winning,N,21,21,1,"[R0C16]"
"17 3 1",6,N,Winning,N,19,21,1,"[R0C16,R1C2,R2C0]"
"17 3 2",2,N,Winning,N,21,22,1,"[R0C16,R1C2]"
"17 3 3",0,P,Losing,P,22,23,0,"N/A (P-position)"
"17 4 1",4,N,Winning,N,21,22,1,"[R0C16,R2C0]"
"17 4 2",1,N,Winning,N,23,23,1,"[R0C16]"
"17 4 3",4,N,Winning,N,23,24,2,"[R1C3] / [R0C16,R2C2]"
"17 4 4",1,N,Winning,N,25,25,1,"[R0C16]"
"17 5 1",6,N,Winning,N,21,23,1,"[R0C16,R1C4,R2C0]"
"17 5 2",2,N,Winning,N,23,24,1,"[R0C16,R1C4]"
"17 5 3",7,N,Winning,N,23,25,1,"[R0C16,R1C4,R2C2]"
"17 5 4",3,N,Winning,N,25,26,1,"[R0C16,R1C4]"
"17 5 5",0,P,Losing,P,26,27,0,"N/A (P-position)"
"17 6 1",4,N,Winning,N,23,24,1,"[R0C16,R2C0]"
"17 6 2",1,N,Winning,N,25,25,1,"[R0C16]"
"17 6 3",4,N,Winning,N,25,26,1,"[R0C16,R2C2]"
"17 6 4",1,N,Winning,N,27,27,1,"[R0C16]"
"17 6 5",4,N,Winning,N,27,28,2,"[R1C5] / [R0C16,R2C4]"
"17 6 6",1,N,Winning,N,29,29,1,"[R0C16]"
"17 7 1",6,N,Winning,N,23,25,1,"[R0C16,R1C6,R2C0]"
"17 7 2",2,N,Winning,N,25,26,1,"[R0C16,R1C6]"
"17 7 3",7,N,Winning,N,25,27,1,"[R0C16,R1C6,R2C2]"
"17 7 4",2,N,Winning,N,27,28,1,"[R0C16,R1C6]"
"17 7 5",7,N,Winning,N,27,29,1,"[R0C16,R1C6,R2C4]"
"17 7 6",3,N,Winning,N,29,30,1,"[R0C16,R1C6]"
"17 7 7",0,P,Losing,P,30,31,0,"N/A (P-position)"
"17 8 1",4,N,Winning,N,25,26,1,"[R0C16,R2C0]"
"17 8 2",1,N,Winning,N,27,27,1,"[R0C16]"
"17 8 3",4,N,Winning,N,27,28,1,"[R0C16,R2C2]"
"17 8 4",1,N,Winning,N,29,29,1,"[R0C16]"
"17 8 5",4,N,Winning,N,29,30,1,"[R0C16,R2C4]"
"17 8 6",1,N,Winning,N,31,31,1,"[R0C16]"
"17 8 7",4,N,Winning,N,31,32,2,"[R1C7] / [R0C16,R2C6]"
"17 8 8",1,N,Winning,N,33,33,1,"[R0C16]"
"17 9 1",6,N,Winning,N,25,27,1,"[R0C16,R1C8,R2C0]"
"17 9 2",2,N,Winning,N,27,28,1,"[R0C16,R1C8]"
"17 9 3",7,N,Winning,N,27,29,1,"[R0C16,R1C8,R2C2]"
"17 9 4",2,N,Winning,N,29,30,1,"[R0C16,R1C8]"
"17 9 5",7,N,Winning,N,29,31,1,"[R0C16,R1C8,R2C4]"
"17 9 6",2,N,Winning,N,31,32,1,"[R0C16,R1C8]"
"17 9 7",7,N,Winning,N,31,33,1,"[R0C16,R1C8,R2C6]"
"17 9 8",3,N,Winning,N,33,34,1,"[R0C16,R1C8]"
"17 9 9",0,P,Losing,P,34,35,0,"N/A (P-position)"
"17 10 1",4,N,Winning,N,27,28,1,"[R0C16,R2C0]"
"17 10 2",1,N,Winning,N,29,29,1,"[R0C16]"
"17 10 3",4,N,Winning,N,29,30,1,"[R0C16,R2C2]"
"17 10 4",1,N,Winning,N,31,31,1,"[R0C16]"
"17 10 5",4,N,Winning,N,31,32,1,"[R0C16,R2C4]"
"17 10 6",1,N,Winning,N,33,33,1,"[R0C16]"
"17 10 7",4,N,Winning,N,33,34,1,"[R0C16,R2C6]"
"17 10 8",5,N,Winning,N,35,35,1,"[R0C16]"
"17 10 9",4,N,Winning,N,35,36,2,"[R1C9] / [R0C16,R2C8]"
"17 10 10",1,N,Winning,N,37,37,1,"[R0C16]"
"17 11 1",6,N,Winning,N,27,29,1,"[R0C16,R1C10,R2C0]"
"17 11 2",2,N,Winning,N,29,30,1,"[R0C16,R1C10]"
"17 11 3",7,N,Winning,N,29,31,1,"[R0C16,R1C10,R2C2]"
"17 11 4",2,N,Winning,N,31,32,1,"[R0C16,R1C10]"
"17 11 5",7,N,Winning,N,31,33,1,"[R0C16,R1C10,R2C4]"
"17 11 6",2,N,Winning,N,33,34,1,"[R0C16,R1C10]"
"17 11 7",3,N,Winning,N,33,35,1,"[R0C16,R1C10,R2C6]"
"17 11 8",6,N,Winning,N,35,36,1,"[R0C16,R1C10]"
"17 11 9",1,N,Winning,N,35,37,1,"[R0C16,R1C10,R2C8]"
"17 11 10",2,N,Winning,N,37,38,1,"[R0C16,R1C10]"
"17 11 11",0,P,Losing,P,38,39,0,"N/A (P-position)"
"17 12 1",4,N,Winning,N,29,30,1,"[R0C16,R2C0]"
"17 12 2",1,N,Winning,N,31,31,1,"[R0C16]"
"17 12 3",4,N,Winning,N,31,32,1,"[R0C16,R2C2]"
"17 12 4",1,N,Winning,N,33,33,1,"[R0C16]"
"17 12 5",4,N,Winning,N,33,34,1,"[R0C16,R2C4]"
"17 12 6",3,N,Winning,N,35,35,1,"[R0C16]"
"17 12 7",4,N,Winning,N,35,36,1,"[R0C16,R2C6]"
"17 12 8",1,N,Winning,N,37,37,1,"[R0C16]"
"17 12 9",2,N,Winning,N,37,38,1,"[R0C16,R2C8]"
"17 12 10",3,N,Winning,N,39,39,1,"[R0C16]"
"17 12 11",4,N,Winning,N,39,40,2,"[R1C11] / [R0C16,R2C10]"
"17 12 12",1,N,Winning,N,41,41,1,"[R0C16]"
"17 13 1",6,N,Winning,N,29,31,1,"[R0C16,R1C12,R2C0]"
"17 13 2",2,N,Winning,N,31,32,1,"[R0C16,R1C12]"
"17 13 3",7,N,Winning,N,31,33,1,"[R0C16,R1C12,R2C2]"
"17 13 4",2,N,Winning,N,33,34,1,"[R0C16,R1C12]"
"17 13 5",3,N,Winning,N,33,35,1,"[R0C16,R1C12,R2C4]"
"17 13 6",5,N,Winning,N,35,36,1,"[R0C16,R1C12]"
"17 13 7",1,N,Winning,N,35,37,1,"[R0C16,R1C12,R2C6]"
"17 13 8",2,N,Winning,N,37,38,1,"[R0C16,R1C12]"
"17 13 9",3,N,Winning,N,37,39,1,"[R0C16,R1C12,R2C8]"
"17 13 10",4,N,Winning,N,39,40,1,"[R0C16,R1C12]"
"17 13 11",1,N,Winning,N,39,41,1,"[R0C16,R1C12,R2C10]"
"17 13 12",3,N,Winning,N,41,42,1,"[R0C16,R1C12]"
"17 13 13",0,P,Losing,P,42,43,0,"N/A (P-position)"
"17 14 1",4,N,Winning,N,31,32,1,"[R0C16,R2C0]"
"17 14 2",1,N,Winning,N,33,33,1,"[R0C16]"
"17 14 3",4,N,Winning,N,33,34,1,"[R0C16,R2C2]"
"17 14 4",3,N,Winning,N,35,35,1,"[R0C16]"
"17 14 5",4,N,Winning,N,35,36,1,"[R0C16,R2C4]"
"17 14 6",1,N,Winning,N,37,37,1,"[R0C16]"
"17 14 7",2,N,Winning,N,37,38,1,"[R0C16,R2C6]"
"17 14 8",3,N,Winning,N,39,39,1,"[R0C16]"
"17 14 9",4,N,Winning,N,39,40,1,"[R0C16,R2C8]"
"17 14 10",1,N,Winning,N,41,41,1,"[R0C16]"
"17 14 11",2,N,Winning,N,41,42,1,"[R0C16,R2C10]"
"17 14 12",4,N,Winning,N,43,43,1,"[R0C16]"
"17 14 13",5,N,Winning,N,43,44,2,"[R1C13] / [R0C16,R2C12]"
"17 14 14",1,N,Winning,N,45,45,1,"[R0C16]"
"17 15 1",6,N,Winning,N,31,33,1,"[R0C16,R1C14,R2C0]"
"17 15 2",2,N,Winning,N,33,34,1,"[R0C16,R1C14]"
"17 15 3",3,N,Winning,N,33,35,1,"[R0C16,R1C14,R2C2]"
"17 15 4",5,N,Winning,N,35,36,1,"[R0C16,R1C14]"
"17 15 5",1,N,Winning,N,35,37,1,"[R0C16,R1C14,R2C4]"
