Partition,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"17 15 6",2,N,Winning,N,37,38,1,"[R0C16,R1C14]"
"17 15 7",3,N,Winning,N,37,39,1,"[R0C16,R1C14,R2C6]"
"17 15 8",4,N,Winning,N,39,40,1,"[R0C16,R1C14]"
"17 15 9",1,N,Winning,N,39,41,1,"[R0C16,R1C14,R2C8]"
"17 15 10",2,N,Winning,N,41,42,1,"[R0C16,R1C14]"
"17 15 11",3,N,Winning,N,41,43,1,"[R0C16,R1C14,R2C10]"
"17 15 12",5,N,Winning,N,43,44,1,"[R0C16,R1C14]"
"17 15 13",1,N,Winning,N,43,45,1,"[R0C16,R1C14,R2C12]"
"17 15 14",3,N,Winning,N,45,46,1,"[R0C16,R1C14]"
"17 15 15",0,P,Losing,P,46,47,0,"N/A (P-position)"
"17 16 1",4,N,Winning,N,33,34,1,"[R0C16,R2C0]"
"17 16 2",5,N,Winning,N,35,35,1,"[R0C16]"
"17 16 3",4,N,Winning,N,35,36,1,"[R0C16,R2C2]"
"17 16 4",1,N,Winning,N,37,37,1,"[R0C16]"
"17 16 5",2,N,Winning,N,37,38,1,"[R0C16,R2C4]"
"17 16 6",3,N,Winning,N,39,39,1,"[R0C16]"
"17 16 7",4,N,Winning,N,39,40,1,"[R0C16,R2C6]"
"17 16 8",1,N,Winning,N,41,41,1,"[R0C16]"
"17 16 9",2,N,Winning,N,41,42,1,"[R0C16,R2C8]"
"17 16 10",3,N,Winning,N,43,43,1,"[R0C16]"
"17 16 11",4,N,Winning,N,43,44,1,"[R0C16,R2C10]"
"17 16 12",1,N,Winning,N,45,45,1,"[R0C16]"
"17 16 13",2,N,Winning,N,45,46,1,"[R0C16,R2C12]"
"17 16 14",5,N,Winning,N,47,47,1,"[R0C16]"
"17 16 15",4,N,Winning,N,47,48,2,"[R1C15] / [R0C16,R2C14]"
"17 16 16",1,N,Winning,N,49,49,1,"[R0C16]"
"17 17 1",2,N,Winning,N,35,35,1,"[R2C0]"
"17 17 2",0,P,Losing,P,36,36,0,"N/A (P-position)"
"17 17 3",1,N,Winning,N,37,37,1,"[R2C2]"
"17 17 4",0,P,Losing,P,38,38,0,"N/A (P-position)"
"17 17 5",3,N,Winning,N,39,39,1,"[R2C4]"
"17 17 6",0,P,Losing,P,40,40,0,"N/A (P-position)"
"17 17 7",1,N,Winning,N,41,41,1,"[R2C6]"
"17 17 8",0,P,Losing,P,42,42,0,"N/A (P-position)"
"17 17 9",3,N,Winning,N,43,43,1,"[R2C8]"
"17 17 10",0,P,Losing,P,44,44,0,"N/A (P-position)"
"17 17 11",1,N,Winning,N,45,45,1,"[R2C10]"
"17 17 12",0,P,Losing,P,46,46,0,"N/A (P-position)"
"17 17 13",3,N,Winning,N,47,47,1,"[R2C12]"
"17 17 14",0,P,Losing,P,48,48,0,"N/A (P-position)"
"17 17 15",1,N,Winning,N,49,49,1,"[R2C14]"
"17 17 16",0,P,Losing,P,50,50,0,"N/A (P-position)"
"17 17 17",1,N,Winning,N,51,51,1,"[R2C16]"
"18 1 1",1,N,Winning,N,19,20,1,"[R0C17]"
"18 2 1",5,N,Winning,N,19,21,2,"[R0C17,R1C1] / [R2C0]"
"18 2 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"18 3 1",7,N,Winning,N,21,22,1,"[R1C2,R2C0]"
"18 3 2",3,N,Winning,N,23,23,1,"[R1C2]"
"18 3 3",1,N,Winning,N,23,24,1,"[R0C17]"
"18 4 1",5,N,Winning,N,23,23,1,"[R2C0]"
"18 4 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"18 4 3",5,N,Winning,N,23,25,2,"[R0C17,R1C3] / [R2C2]"
"18 4 4",0,P,Losing,P,26,26,0,"N/A (P-position)"
"18 5 1",7,N,Winning,N,23,24,1,"[R1C4,R2C0]"
"18 5 2",3,N,Winning,N,25,25,1,"[R1C4]"
"18 5 3",6,N,Winning,N,25,26,1,"[R1C4,R2C2]"
"18 5 4",2,N,Winning,N,27,27,1,"[R1C4]"
"18 5 5",1,N,Winning,N,27,28,1,"[R0C17]"
"18 6 1",5,N,Winning,N,25,25,1,"[R2C0]"
"18 6 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"18 6 3",5,N,Winning,N,27,27,1,"[R2C2]"
"18 6 4",0,P,Losing,P,28,28,0,"N/A (P-position)"
"18 6 5",5,N,Winning,N,27,29,2,"[R0C17,R1C5] / [R2C4]"
"18 6 6",0,P,Losing,P,30,30,0,"N/A (P-position)"
"18 7 1",7,N,Winning,N,25,26,1,"[R1C6,R2C0]"
"18 7 2",3,N,Winning,N,27,27,1,"[R1C6]"
"18 7 3",6,N,Winning,N,27,28,1,"[R1C6,R2C2]"
"18 7 4",3,N,Winning,N,29,29,1,"[R1C6]"
"18 7 5",6,N,Winning,N,29,30,1,"[R1C6,R2C4]"
"18 7 6",2,N,Winning,N,31,31,1,"[R1C6]"
"18 7 7",1,N,Winning,N,31,32,1,"[R0C17]"
"18 8 1",5,N,Winning,N,27,27,1,"[R2C0]"
"18 8 2",0,P,Losing,P,28,28,0,"N/A (P-position)"
"18 8 3",5,N,Winning,N,29,29,1,"[R2C2]"
"18 8 4",0,P,Losing,P,30,30,0,"N/A (P-position)"
"18 8 5",5,N,Winning,N,31,31,1,"[R2C4]"
"18 8 6",0,P,Losing,P,32,32,0,"N/A (P-position)"
"18 8 7",5,N,Winning,N,31,33,2,"[R0C17,R1C7] / [R2C6]"
"18 8 8",0,P,Losing,P,34,34,0,"N/A (P-position)"
"18 9 1",7,N,Winning,N,27,28,1,"[R1C8,R2C0]"
"18 9 2",3,N,Winning,N,29,29,1,"[R1C8]"
"18 9 3",6,N,Winning,N,29,30,1,"[R1C8,R2C2]"
"18 9 4",3,N,Winning,N,31,31,1,"[R1C8]"
"18 9 5",6,N,Winning,N,31,32,1,"[R1C8,R2C4]"
"18 9 6",3,N,Winning,N,33,33,1,"[R1C8]"
"18 9 7",6,N,Winning,N,33,34,1,"[R1C8,R2C6]"
"18 9 8",2,N,Winning,N,35,35,1,"[R1C8]"
"18 9 9",1,N,Winning,N,35,36,1,"[R0C17]"
"18 10 1",5,N,Winning,N,29,29,1,"[R2C0]"
"18 10 2",0,P,Losing,P,30,30,0,"N/A (P-position)"
"18 10 3",5,N,Winning,N,31,31,1,"[R2C2]"
"18 10 4",0,P,Losing,P,32,32,0,"N/A (P-position)"
"18 10 5",5,N,Winning,N,33,33,1,"[R2C4]"
"18 10 6",0,P,Losing,P,34,34,0,"N/A (P-position)"
"18 10 7",5,N,Winning,N,35,35,1,"[R2C6]"
"18 10 8",0,P,Losing,P,36,36,0,"N/A (P-position)"
"18 10 9",6,N,Winning,N,35,37,2,"[R0C17,R1C9] / [R2C8]"
"18 10 10",0,P,Losing,P,38,38,0,"N/A (P-position)"
"18 11 1",7,N,Winning,N,29,30,1,"[R1C10,R2C0]"
"18 11 2",3,N,Winning,N,31,31,1,"[R1C10]"
"18 11 3",6,N,Winning,N,31,32,1,"[R1C10,R2C2]"
"18 11 4",3,N,Winning,N,33,33,1,"[R1C10]"
"18 11 5",6,N,Winning,N,33,34,1,"[R1C10,R2C4]"
"18 11 6",3,N,Winning,N,35,35,1,"[R1C10]"
"18 11 7",6,N,Winning,N,35,36,1,"[R1C10,R2C6]"
"18 11 8",1,N,Winning,N,37,37,1,"[R1C10]"
"18 11 9",2,N,Winning,N,37,38,1,"[R1C10,R2C8]"
"18 11 10",3,N,Winning,N,39,39,1,"[R1C10]"
"18 11 11",1,N,Winning,N,39,40,1,"[R0C17]"
"18 12 1",5,N,Winning,N,31,31,1,"[R2C0]"
"18 12 2",0,P,Losing,P,32,32,0,"N/A (P-position)"
"18 12 3",5,N,Winning,N,33,33,1,"[R2C2]"
"18 12 4",0,P,Losing,P,34,34,0,"N/A (P-position)"
"18 12 5",5,N,Winning,N,35,35,1,"[R2C4]"
"18 12 6",0,P,Losing,P,36,36,0,"N/A (P-position)"
"18 12 7",1,N,Winning,N,37,37,1,"[R2C6]"
"18 12 8",0,P,Losing,P,38,38,0,"N/A (P-position)"
"18 12 9",3,N,Winning,N,39,39,1,"[R2C8]"
"18 12 10",0,P,Losing,P,40,40,0,"N/A (P-position)"
"18 12 11",5,N,Winning,N,39,41,2,"[R0C17,R1C11] / [R2C10]"
"18 12 12",0,P,Losing,P,42,42,0,"N/A (P-position)"
"18 13 1",7,N,Winning,N,31,32,1,"[R1C12,R2C0]"
"18 13 2",3,N,Winning,N,33,33,1,"[R1C12]"
"18 13 3",6,N,Winning,N,33,34,1,"[R1C12,R2C2]"
"18 13 4",3,N,Winning,N,35,35,1,"[R1C12]"
"18 13 5",6,N,Winning,N,35,36,1,"[R1C12,R2C4]"
"18 13 6",1,N,Winning,N,37,37,1,"[R1C12]"
"18 13 7",2,N,Winning,N,37,38,1,"[R1C12,R2C6]"
"18 13 8",3,N,Winning,N,39,39,1,"[R1C12]"
"18 13 9",4,N,Winning,N,39,40,1,"[R1C12,R2C8]"
"18 13 10",1,N,Winning,N,41,41,1,"[R1C12]"
"18 13 11",2,N,Winning,N,41,42,1,"[R1C12,R2C10]"
"18 13 12",6,N,Winning,N,43,43,1,"[R1C12]"
"18 13 13",1,N,Winning,N,43,44,1,"[R0C17]"
"18 14 1",5,N,Winning,N,33,33,1,"[R2C0]"
"18 14 2",0,P,Losing,P,34,34,0,"N/A (P-position)"
"18 14 3",5,N,Winning,N,35,35,1,"[R2C2]"
"18 14 4",0,P,Losing,P,36,36,0,"N/A (P-position)"
"18 14 5",1,N,Winning,N,37,37,1,"[R2C4]"
"18 14 6",0,P,Losing,P,38,38,0,"N/A (P-position)"
"18 14 7",3,N,Winning,N,39,39,1,"[R2C6]"
"18 14 8",0,P,Losing,P,40,40,0,"N/A (P-position)"
"18 14 9",1,N,Winning,N,41,41,1,"[R2C8]"
"18 14 10",0,P,Losing,P,42,42,0,"N/A (P-position)"
"18 14 11",3,N,Winning,N,43,43,1,"[R2C10]"
"18 14 12",0,P,Losing,P,44,44,0,"N/A (P-position)"
"18 14 13",2,N,Winning,N,43,45,2,"[R0C17,R1C13] / [R2C12]"
"18 14 14",0,P,Losing,P,46,46,0,"N/A (P-position)"
"18 15 1",7,N,Winning,N,33,34,1,"[R1C14,R2C0]"
"18 15 2",3,N,Winning,N,35,35,1,"[R1C14]"
"18 15 3",6,N,Winning,N,35,36,1,"[R1C14,R2C2]"
"18 15 4",1,N,Winning,N,37,37,1,"[R1C14]"
"18 15 5",2,N,Winning,N,37,38,1,"[R1C14,R2C4]"
"18 15 6",3,N,Winning,N,39,39,1,"[R1C14]"
"18 15 7",4,N,Winning,N,39,40,1,"[R1C14,R2C6]"
"18 15 8",1,N,Winning,N,41,41,1,"[R1C14]"
"18 15 9",2,N,Winning,N,41,42,1,"[R1C14,R2C8]"
"18 15 10",3,N,Winning,N,43,43,1,"[R1C14]"
"18 15 11",4,N,Winning,N,43,44,1,"[R1C14,R2C10]"
"18 15 12",1,N,Winning,N,45,45,1,"[R1C14]"
"18 15 13",3,N,Winning,N,45,46,1,"[R1C14,R2C12]"
"18 15 14",4,N,Winning,N,47,47,1,"[R1C14]"
"18 15 15",1,N,Winning,N,47,48,1,"[R0C17]"
"18 16 1",5,N,Winning,N,35,35,1,"[R2C0]"
"18 16 2",0,P,Losing,P,36,36,0,"N/A (P-position)"
"18 16 3",1,N,Winning,N,37,37,1,"[R2C2]"
"18 16 4",0,P,Losing,P,38,38,0,"N/A (P-position)"
"18 16 5",3,N,Winning,N,39,39,1,"[R2C4]"
"18 16 6",0,P,Losing,P,40,40,0,"N/A (P-position)"
"18 16 7",1,N,Winning,N,41,41,1,"[R2C6]"
"18 16 8",0,P,Losing,P,42,42,0,"N/A (P-position)"
"18 16 9",3,N,Winning,N,43,43,1,"[R2C8]"
"18 16 10",0,P,Losing,P,44,44,0,"N/A (P-position)"
"18 16 11",1,N,Winning,N,45,45,1,"[R2C10]"
"18 16 12",0,P,Losing,P,46,46,0,"N/A (P-position)"
"18 16 13",4,N,Winning,N,47,47,1,"[R2C12]"
"18 16 14",0,P,Losing,P,48,48,0,"N/A (P-position)"
"18 16 15",2,N,Winning,N,47,49,2,"[R0C17,R1C15] / [R2C14]"
"18 16 16",0,P,Losing,P,50,50,0,"N/A (P-position)"
"18 17 1",3,N,Winning,N,35,36,2,"[R0C17,R2C0] / [R1C16,R2C0]"
"18 17 2",1,N,Winning,N,37,37,2,"[R0C17] / [R1C16]"
"18 17 3",2,N,Winning,N,37,38,2,"[R0C17,R2C2] / [R1C16,R2C2]"
"18 17 4",3,N,Winning,N,39,39,2,"[R0C17] / [R1C16]"
"18 17 5",4,N,Winning,N,39,40,2,"[R0C17,R2C4] / [R1C16,R2C4]"
"18 17 6",1,N,Winning,N,41,41,2,"[R0C17] / [R1C16]"
"18 17 7",2,N,Winning,N,41,42,2,"[R0C17,R2C6] / [R1C16,R2C6]"
"18 17 8",3,N,Winning,N,43,43,2,"[R0C17] / [R1C16]"
"18 17 9",4,N,Winning,N,43,44,2,"[R0C17,R2C8] / [R1C16,R2C8]"
"18 17 10",1,N,Winning,N,45,45,2,"[R0C17] / [R1C16]"
"18 17 11",2,N,Winning,N,45,46,2,"[R0C17,R2C10] / [R1C16,R2C10]"
"18 17 12",3,N,Winning,N,47,47,2,"[R0C17] / [R1C16]"
"18 17 13",5,N,Winning,N,47,48,2,"[R0C17,R2C12] / [R1C16,R2C12]"
"18 17 14",1,N,Winning,N,49,49,2,"[R0C17] / [R1C16]"
"18 17 15",3,N,Winning,N,49,50,2,"[R0C17,R2C14] / [R1C16,R2C14]"
"18 17 16",5,N,Winning,N,51,51,2,"[R0C17] / [R1C16]"
"18 17 17",2,N,Winning,N,51,52,1,"[R0C17,R2C16]"
"18 18 1",1,N,Winning,N,37,37,1,"[R2C0]"
"18 18 2",0,P,Losing,P,38,38,0,"N/A (P-position)"
"18 18 3",3,N,Winning,N,39,39,1,"[R2C2]"
"18 18 4",0,P,Losing,P,40,40,0,"N/A (P-position)"
"18 18 5",1,N,Winning,N,41,41,1,"[R2C4]"
"18 18 6",0,P,Losing,P,42,42,0,"N/A (P-position)"
"18 18 7",3,N,Winning,N,43,43,1,"[R2C6]"
"18 18 8",0,P,Losing,P,44,44,0,"N/A (P-position)"
"18 18 9",1,N,Winning,N,45,45,1,"[R2C8]"
"18 18 10",0,P,Losing,P,46,46,0,"N/A (P-position)"
"18 18 11",3,N,Winning,N,47,47,1,"[R2C10]"
"18 18 12",0,P,Losing,P,48,48,0,"N/A (P-position)"
"18 18 13",1,N,Winning,N,49,49,1,"[R2C12]"
"18 18 14",0,P,Losing,P,50,50,0,"N/A (P-position)"
"18 18 15",2,N,Winning,N,51,51,1,"[R2C14]"
"18 18 16",0,P,Losing,P,52,52,0,"N/A (P-position)"
"18 18 17",1,N,Winning,N,53,53,1,"[R2C16]"
"18 18 18",0,P,Losing,P,54,54,0,"N/A (P-position)"
"19 1 1",0,P,Losing,P,20,21,0,"N/A (P-position)"
"19 2 1",4,N,Winning,N,21,22,2,"[R1C1] / [R0C18,R2C0]"
"19 2 2",1,N,Winning,N,23,23,1,"[R0C18]"
"19 3 1",6,N,Winning,N,21,23,1,"[R0C18,R1C2,R2C0]"
"19 3 2",2,N,Winning,N,23,24,1,"[R0C18,R1C2]"
"19 3 3",0,P,Losing,P,24,25,0,"N/A (P-position)"
"19 4 1",4,N,Winning,N,23,24,1,"[R0C18,R2C0]"
"19 4 2",1,N,Winning,N,25,25,1,"[R0C18]"
"19 4 3",4,N,Winning,N,25,26,2,"[R1C3] / [R0C18,R2C2]"
"19 4 4",1,N,Winning,N,27,27,1,"[R0C18]"
"19 5 1",6,N,Winning,N,23,25,1,"[R0C18,R1C4,R2C0]"
"19 5 2",2,N,Winning,N,25,26,1,"[R0C18,R1C4]"
"19 5 3",7,N,Winning,N,25,27,1,"[R0C18,R1C4,R2C2]"
"19 5 4",3,N,Winning,N,27,28,1,"[R0C18,R1C4]"
"19 5 5",0,P,Losing,P,28,29,0,"N/A (P-position)"
"19 6 1",4,N,Winning,N,25,26,1,"[R0C18,R2C0]"
"19 6 2",1,N,Winning,N,27,27,1,"[R0C18]"
"19 6 3",4,N,Winning,N,27,28,1,"[R0C18,R2C2]"
"19 6 4",1,N,Winning,N,29,29,1,"[R0C18]"
"19 6 5",4,N,Winning,N,29,30,2,"[R1C5] / [R0C18,R2C4]"
"19 6 6",1,N,Winning,N,31,31,1,"[R0C18]"
"19 7 1",6,N,Winning,N,25,27,1,"[R0C18,R1C6,R2C0]"
"19 7 2",2,N,Winning,N,27,28,1,"[R0C18,R1C6]"
"19 7 3",7,N,Winning,N,27,29,1,"[R0C18,R1C6,R2C2]"
"19 7 4",2,N,Winning,N,29,30,1,"[R0C18,R1C6]"
"19 7 5",7,N,Winning,N,29,31,1,"[R0C18,R1C6,R2C4]"
"19 7 6",3,N,Winning,N,31,32,1,"[R0C18,R1C6]"
"19 7 7",0,P,Losing,P,32,33,0,"N/A (P-position)"
"19 8 1",4,N,Winning,N,27,28,1,"[R0C18,R2C0]"
"19 8 2",1,N,Winning,N,29,29,1,"[R0C18]"
"19 8 3",4,N,Winning,N,29,30,1,"[R0C18,R2C2]"
"19 8 4",1,N,Winning,N,31,31,1,"[R0C18]"
"19 8 5",4,N,Winning,N,31,32,1,"[R0C18,R2C4]"
"19 8 6",1,N,Winning,N,33,33,1,"[R0C18]"
"19 8 7",4,N,Winning,N,33,34,2,"[R1C7] / [R0C18,R2C6]"
"19 8 8",1,N,Winning,N,35,35,1,"[R0C18]"
"19 9 1",6,N,Winning,N,27,29,1,"[R0C18,R1C8,R2C0]"
"19 9 2",2,N,Winning,N,29,30,1,"[R0C18,R1C8]"
"19 9 3",7,N,Winning,N,29,31,1,"[R0C18,R1C8,R2C2]"
"19 9 4",2,N,Winning,N,31,32,1,"[R0C18,R1C8]"
"19 9 5",7,N,Winning,N,31,33,1,"[R0C18,R1C8,R2C4]"
"19 9 6",2,N,Winning,N,33,34,1,"[R0C18,R1C8]"
"19 9 7",7,N,Winning,N,33,35,1,"[R0C18,R1C8,R2C6]"
"19 9 8",3,N,Winning,N,35,36,1,"[R0C18,R1C8]"
"19 9 9",0,P,Losing,P,36,37,0,"N/A (P-position)"
"19 10 1",4,N,Winning,N,29,30,1,"[R0C18,R2C0]"
"19 10 2",1,N,Winning,N,31,31,1,"[R0C18]"
"19 10 3",4,N,Winning,N,31,32,1,"[R0C18,R2C2]"
"19 10 4",1,N,Winning,N,33,33,1,"[R0C18]"
"19 10 5",4,N,Winning,N,33,34,1,"[R0C18,R2C4]"
"19 10 6",1,N,Winning,N,35,35,1,"[R0C18]"
"19 10 7",4,N,Winning,N,35,36,1,"[R0C18,R2C6]"
"19 10 8",1,N,Winning,N,37,37,1,"[R0C18]"
"19 10 9",4,N,Winning,N,37,38,2,"[R1C9] / [R0C18,R2C8]"
"19 10 10",1,N,Winning,N,39,39,1,"[R0C18]"
"19 11 1",6,N,Winning,N,29,31,1,"[R0C18,R1C10,R2C0]"
"19 11 2",2,N,Winning,N,31,32,1,"[R0C18,R1C10]"
"19 11 3",7,N,Winning,N,31,33,1,"[R0C18,R1C10,R2C2]"
"19 11 4",2,N,Winning,N,33,34,1,"[R0C18,R1C10]"
"19 11 5",7,N,Winning,N,33,35,1,"[R0C18,R1C10,R2C4]"
"19 11 6",2,N,Winning,N,35,36,1,"[R0C18,R1C10]"
"19 11 7",7,N,Winning,N,35,37,1,"[R0C18,R1C10,R2C6]"
"19 11 8",2,N,Winning,N,37,38,1,"[R0C18,R1C10]"
"19 11 9",3,N,Winning,N,37,39,1,"[R0C18,R1C10,R2C8]"
"19 11 10",5,N,Winning,N,39,40,1,"[R0C18,R1C10]"
"19 11 11",0,P,Losing,P,40,41,0,"N/A (P-position)"
"19 12 1",4,N,Winning,N,31,32,1,"[R0C18,R2C0]"
"19 12 2",1,N,Winning,N,33,33,1,"[R0C18]"
"19 12 3",4,N,Winning,N,33,34,1,"[R0C18,R2C2]"
"19 12 4",1,N,Winning,N,35,35,1,"[R0C18]"
"19 12 5",4,N,Winning,N,35,36,1,"[R0C18,R2C4]"
"19 12 6",1,N,Winning,N,37,37,1,"[R0C18]"
"19 12 7",4,N,Winning,N,37,38,1,"[R0C18,R2C6]"
"19 12 8",3,N,Winning,N,39,39,1,"[R0C18]"
"19 12 9",4,N,Winning,N,39,40,1,"[R0C18,R2C8]"
"19 12 10",1,N,Winning,N,41,41,1,"[R0C18]"
"19 12 11",2,N,Winning,N,41,42,2,"[R1C11] / [R0C18,R2C10]"
"19 12 12",1,N,Winning,N,43,43,1,"[R0C18]"
"19 13 1",6,N,Winning,N,31,33,1,"[R0C18,R1C12,R2C0]"
"19 13 2",2,N,Winning,N,33,34,1,"[R0C18,R1C12]"
"19 13 3",7,N,Winning,N,33,35,1,"[R0C18,R1C12,R2C2]"
"19 13 4",2,N,Winning,N,35,36,1,"[R0C18,R1C12]"
"19 13 5",7,N,Winning,N,35,37,1,"[R0C18,R1C12,R2C4]"
"19 13 6",2,N,Winning,N,37,38,1,"[R0C18,R1C12]"
"19 13 7",3,N,Winning,N,37,39,1,"[R0C18,R1C12,R2C6]"
"19 13 8",5,N,Winning,N,39,40,1,"[R0C18,R1C12]"
"19 13 9",1,N,Winning,N,39,41,1,"[R0C18,R1C12,R2C8]"
"19 13 10",2,N,Winning,N,41,42,1,"[R0C18,R1C12]"
"19 13 11",3,N,Winning,N,41,43,1,"[R0C18,R1C12,R2C10]"
"19 13 12",4,N,Winning,N,43,44,1,"[R0C18,R1C12]"
"19 13 13",0,P,Losing,P,44,45,0,"N/A (P-position)"
"19 14 1",4,N,Winning,N,33,34,1,"[R0C18,R2C0]"
